Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,2016-04-12 00:00:00,1.00,327.00,346.00
1503960366,2016-04-13 00:00:00,2.00,384.00,407.00
1503960366,2016-04-15 00:00:00,1.00,412.00,442.00
1503960366,2016-04-16 00:00:00,2.00,340.00,367.00
1503960366,2016-04-17 00:00:00,1.00,700.00,712.00
1503960366,2016-04-19 00:00:00,1.00,304.00,320.00
1503960366,2016-04-20 00:00:00,1.00,360.00,377.00
1503960366,2016-04-21 00:00:00,1.00,325.00,364.00
1503960366,2016-04-23 00:00:00,1.00,361.00,384.00
1503960366,2016-04-24 00:00:00,1.00,430.00,449.00
1503960366,2016-04-25 00:00:00,1.00,277.00,323.00
1503960366,2016-04-26 00:00:00,1.00,245.00,274.00
1503960366,2016-04-28 00:00:00,1.00,366.00,393.00
1503960366,2016-04-29 00:00:00,1.00,341.00,354.00
1503960366,2016-04-30 00:00:00,1.00,404.00,425.00
1503960366,2016-05-01 00:00:00,1.00,369.00,396.00
1503960366,2016-05-02 00:00:00,1.00,277.00,309.00
1503960366,2016-05-03 00:00:00,1.00,273.00,296.00
1503960366,2016-05-05 00:00:00,1.00,247.00,264.00
1503960366,2016-05-06 00:00:00,1.00,334.00,367.00
1503960366,2016-05-07 00:00:00,1.00,331.00,349.00
1503960366,2016-05-08 00:00:00,1.00,594.00,611.00
1503960366,2016-05-09 00:00:00,1.00,338.00,342.00
1503960366,2016-05-10 00:00:00,1.00,383.00,403.00
1503960366,2016-05-11 00:00:00,1.00,285.00,306.00
1644430081,2016-04-29 00:00:00,1.00,119.00,127.00
1644430081,2016-04-30 00:00:00,1.00,124.00,142.00
1644430081,2016-05-02 00:00:00,1.00,796.00,961.00
1644430081,2016-05-08 00:00:00,1.00,137.00,154.00
1844505072,2016-04-15 00:00:00,1.00,644.00,961.00
1844505072,2016-04-30 00:00:00,1.00,722.00,961.00
1844505072,2016-05-01 00:00:00,1.00,590.00,961.00
1927972279,2016-04-12 00:00:00,3.00,750.00,775.00
1927972279,2016-04-13 00:00:00,1.00,398.00,422.00
1927972279,2016-04-15 00:00:00,2.00,475.00,499.00
1927972279,2016-04-26 00:00:00,1.00,296.00,315.00
1927972279,2016-04-28 00:00:00,1.00,166.00,178.00
2026352035,2016-04-12 00:00:00,1.00,503.00,546.00
2026352035,2016-04-13 00:00:00,1.00,531.00,565.00
2026352035,2016-04-14 00:00:00,1.00,545.00,568.00
2026352035,2016-04-15 00:00:00,1.00,523.00,573.00
2026352035,2016-04-16 00:00:00,1.00,524.00,567.00
2026352035,2016-04-17 00:00:00,1.00,437.00,498.00
2026352035,2016-04-19 00:00:00,1.00,498.00,540.00
2026352035,2016-04-20 00:00:00,1.00,461.00,510.00
2026352035,2016-04-21 00:00:00,1.00,477.00,514.00
2026352035,2016-04-22 00:00:00,1.00,520.00,545.00
2026352035,2016-04-23 00:00:00,1.00,522.00,554.00
2026352035,2016-04-24 00:00:00,1.00,555.00,591.00
2026352035,2016-04-25 00:00:00,1.00,506.00,531.00
2026352035,2016-04-27 00:00:00,1.00,508.00,545.00
2026352035,2016-04-28 00:00:00,1.00,513.00,545.00
2026352035,2016-04-29 00:00:00,1.00,490.00,510.00
2026352035,2016-04-30 00:00:00,1.00,573.00,607.00
2026352035,2016-05-01 00:00:00,1.00,527.00,546.00
2026352035,2016-05-02 00:00:00,1.00,511.00,543.00
2026352035,2016-05-04 00:00:00,1.00,538.00,560.00
2026352035,2016-05-05 00:00:00,1.00,468.00,485.00
2026352035,2016-05-06 00:00:00,1.00,524.00,548.00
2026352035,2016-05-07 00:00:00,1.00,511.00,521.00
2026352035,2016-05-08 00:00:00,1.00,541.00,568.00
2026352035,2016-05-09 00:00:00,1.00,531.00,556.00
2026352035,2016-05-10 00:00:00,1.00,357.00,380.00
2026352035,2016-05-11 00:00:00,1.00,523.00,553.00
2026352035,2016-05-12 00:00:00,1.00,456.00,485.00
2320127002,2016-04-23 00:00:00,1.00,61.00,69.00
2347167796,2016-04-13 00:00:00,1.00,467.00,531.00
2347167796,2016-04-14 00:00:00,1.00,445.00,489.00
2347167796,2016-04-15 00:00:00,1.00,452.00,504.00
2347167796,2016-04-17 00:00:00,1.00,556.00,602.00
2347167796,2016-04-18 00:00:00,1.00,500.00,557.00
2347167796,2016-04-19 00:00:00,1.00,465.00,514.00
2347167796,2016-04-21 00:00:00,1.00,460.00,484.00
2347167796,2016-04-22 00:00:00,1.00,405.00,461.00
2347167796,2016-04-23 00:00:00,1.00,374.00,386.00
2347167796,2016-04-24 00:00:00,1.00,442.00,459.00
2347167796,2016-04-25 00:00:00,1.00,433.00,471.00
2347167796,2016-04-26 00:00:00,1.00,436.00,490.00
2347167796,2016-04-27 00:00:00,1.00,448.00,499.00
2347167796,2016-04-28 00:00:00,1.00,408.00,450.00
2347167796,2016-04-29 00:00:00,1.00,411.00,473.00
3977333714,2016-04-12 00:00:00,1.00,274.00,469.00
3977333714,2016-04-13 00:00:00,2.00,295.00,456.00
3977333714,2016-04-14 00:00:00,1.00,291.00,397.00
3977333714,2016-04-15 00:00:00,1.00,424.00,556.00
3977333714,2016-04-16 00:00:00,1.00,283.00,510.00
3977333714,2016-04-17 00:00:00,1.00,381.00,566.00
3977333714,2016-04-18 00:00:00,2.00,412.00,522.00
3977333714,2016-04-19 00:00:00,1.00,219.00,395.00
3977333714,2016-04-20 00:00:00,2.00,152.00,305.00
3977333714,2016-04-21 00:00:00,1.00,332.00,512.00
3977333714,2016-04-22 00:00:00,1.00,355.00,476.00
3977333714,2016-04-23 00:00:00,1.00,235.00,372.00
3977333714,2016-04-24 00:00:00,1.00,310.00,526.00
3977333714,2016-04-25 00:00:00,1.00,262.00,467.00
3977333714,2016-04-26 00:00:00,1.00,250.00,371.00
3977333714,2016-04-27 00:00:00,1.00,349.00,540.00
3977333714,2016-04-28 00:00:00,1.00,261.00,423.00
3977333714,2016-04-29 00:00:00,1.00,333.00,478.00
3977333714,2016-04-30 00:00:00,1.00,237.00,382.00
3977333714,2016-05-01 00:00:00,1.00,383.00,626.00
3977333714,2016-05-02 00:00:00,1.00,230.00,384.00
3977333714,2016-05-03 00:00:00,1.00,292.00,500.00
3977333714,2016-05-04 00:00:00,1.00,213.00,336.00
3977333714,2016-05-05 00:00:00,1.00,318.00,480.00
3977333714,2016-05-06 00:00:00,1.00,323.00,512.00
3977333714,2016-05-07 00:00:00,1.00,237.00,443.00
3977333714,2016-05-08 00:00:00,2.00,259.00,456.00
3977333714,2016-05-10 00:00:00,1.00,312.00,452.00
4020332650,2016-04-12 00:00:00,1.00,501.00,541.00
4020332650,2016-04-16 00:00:00,1.00,77.00,77.00
4020332650,2016-05-03 00:00:00,1.00,322.00,332.00
4020332650,2016-05-04 00:00:00,1.00,478.00,536.00
4020332650,2016-05-05 00:00:00,1.00,226.00,248.00
4020332650,2016-05-06 00:00:00,1.00,385.00,408.00
4020332650,2016-05-08 00:00:00,1.00,364.00,402.00
4020332650,2016-05-10 00:00:00,1.00,442.00,494.00
4319703577,2016-04-14 00:00:00,1.00,535.00,557.00
4319703577,2016-04-15 00:00:00,1.00,465.00,491.00
4319703577,2016-04-16 00:00:00,1.00,506.00,522.00
4319703577,2016-04-18 00:00:00,1.00,515.00,551.00
4319703577,2016-04-19 00:00:00,2.00,461.00,498.00
4319703577,2016-04-20 00:00:00,1.00,523.00,543.00
4319703577,2016-04-21 00:00:00,1.00,59.00,65.00
4319703577,2016-04-22 00:00:00,1.00,533.00,550.00
4319703577,2016-04-23 00:00:00,1.00,692.00,722.00
4319703577,2016-04-24 00:00:00,1.00,467.00,501.00
4319703577,2016-04-25 00:00:00,1.00,488.00,506.00
4319703577,2016-04-26 00:00:00,1.00,505.00,516.00
4319703577,2016-04-27 00:00:00,1.00,286.00,307.00
4319703577,2016-04-28 00:00:00,1.00,497.00,522.00
4319703577,2016-04-29 00:00:00,1.00,523.00,546.00
4319703577,2016-04-30 00:00:00,1.00,490.00,516.00
4319703577,2016-05-01 00:00:00,1.00,484.00,500.00
4319703577,2016-05-02 00:00:00,1.00,478.00,506.00
4319703577,2016-05-03 00:00:00,1.00,474.00,512.00
4319703577,2016-05-06 00:00:00,1.00,450.00,491.00
4319703577,2016-05-07 00:00:00,1.00,507.00,530.00
4319703577,2016-05-08 00:00:00,1.00,602.00,638.00
4319703577,2016-05-09 00:00:00,1.00,535.00,565.00
4319703577,2016-05-10 00:00:00,1.00,487.00,517.00
4319703577,2016-05-11 00:00:00,1.00,529.00,558.00
4319703577,2016-05-12 00:00:00,1.00,302.00,321.00
4388161847,2016-04-15 00:00:00,1.00,499.00,526.00
4388161847,2016-04-16 00:00:00,2.00,426.00,448.00
4388161847,2016-04-17 00:00:00,2.00,619.00,641.00
4388161847,2016-04-18 00:00:00,1.00,99.00,104.00
4388161847,2016-04-19 00:00:00,1.00,329.00,338.00
4388161847,2016-04-20 00:00:00,1.00,421.00,451.00
4388161847,2016-04-21 00:00:00,1.00,442.00,458.00
4388161847,2016-04-22 00:00:00,1.00,82.00,85.00
4388161847,2016-04-23 00:00:00,1.00,478.00,501.00
4388161847,2016-04-24 00:00:00,3.00,552.00,595.00
4388161847,2016-04-26 00:00:00,1.00,319.00,346.00
4388161847,2016-04-27 00:00:00,1.00,439.00,500.00
4388161847,2016-04-28 00:00:00,1.00,428.00,458.00
4388161847,2016-04-30 00:00:00,2.00,409.00,430.00
4388161847,2016-05-01 00:00:00,1.00,547.00,597.00
4388161847,2016-05-02 00:00:00,2.00,368.00,376.00
4388161847,2016-05-04 00:00:00,1.00,390.00,414.00
4388161847,2016-05-05 00:00:00,1.00,471.00,495.00
4388161847,2016-05-07 00:00:00,1.00,472.00,496.00
4388161847,2016-05-08 00:00:00,2.00,529.00,541.00
4388161847,2016-05-09 00:00:00,1.00,62.00,65.00
4388161847,2016-05-10 00:00:00,1.00,354.00,375.00
4388161847,2016-05-11 00:00:00,1.00,469.00,494.00
4445114986,2016-04-12 00:00:00,2.00,429.00,457.00
4445114986,2016-04-13 00:00:00,2.00,370.00,406.00
4445114986,2016-04-14 00:00:00,1.00,441.00,492.00
4445114986,2016-04-15 00:00:00,2.00,337.00,379.00
4445114986,2016-04-16 00:00:00,1.00,462.00,499.00
4445114986,2016-04-17 00:00:00,1.00,98.00,107.00
4445114986,2016-04-19 00:00:00,2.00,388.00,424.00
4445114986,2016-04-20 00:00:00,1.00,439.00,462.00
4445114986,2016-04-21 00:00:00,1.00,436.00,469.00
4445114986,2016-04-22 00:00:00,1.00,388.00,417.00
4445114986,2016-04-25 00:00:00,1.00,328.00,345.00
4445114986,2016-04-26 00:00:00,2.00,353.00,391.00
4445114986,2016-04-27 00:00:00,1.00,332.00,374.00
4445114986,2016-04-28 00:00:00,1.00,419.00,442.00
4445114986,2016-04-29 00:00:00,1.00,106.00,108.00
4445114986,2016-04-30 00:00:00,1.00,322.00,353.00
4445114986,2016-05-01 00:00:00,2.00,439.00,459.00
4445114986,2016-05-02 00:00:00,1.00,502.00,542.00
4445114986,2016-05-03 00:00:00,2.00,417.00,450.00
4445114986,2016-05-04 00:00:00,2.00,337.00,363.00
4445114986,2016-05-05 00:00:00,2.00,462.00,513.00
4445114986,2016-05-06 00:00:00,2.00,374.00,402.00
4445114986,2016-05-07 00:00:00,2.00,401.00,436.00
4445114986,2016-05-08 00:00:00,1.00,361.00,391.00
4445114986,2016-05-09 00:00:00,1.00,457.00,533.00
4445114986,2016-05-10 00:00:00,1.00,405.00,426.00
4445114986,2016-05-11 00:00:00,1.00,499.00,530.00
4445114986,2016-05-12 00:00:00,1.00,483.00,501.00
4558609924,2016-04-21 00:00:00,1.00,126.00,137.00
4558609924,2016-04-26 00:00:00,1.00,103.00,121.00
4558609924,2016-04-29 00:00:00,1.00,171.00,179.00
4558609924,2016-05-01 00:00:00,1.00,115.00,129.00
4558609924,2016-05-08 00:00:00,1.00,123.00,134.00
4702921684,2016-04-12 00:00:00,1.00,425.00,439.00
4702921684,2016-04-13 00:00:00,2.00,400.00,430.00
4702921684,2016-04-14 00:00:00,1.00,384.00,415.00
4702921684,2016-04-15 00:00:00,1.00,253.00,257.00
4702921684,2016-04-16 00:00:00,2.00,382.00,406.00
4702921684,2016-04-17 00:00:00,1.00,591.00,612.00
4702921684,2016-04-18 00:00:00,1.00,293.00,312.00
4702921684,2016-04-19 00:00:00,1.00,457.00,487.00
4702921684,2016-04-20 00:00:00,1.00,454.00,468.00
4702921684,2016-04-21 00:00:00,1.00,425.00,434.00
4702921684,2016-04-23 00:00:00,1.00,465.00,475.00
4702921684,2016-04-24 00:00:00,1.00,480.00,506.00
4702921684,2016-04-25 00:00:00,1.00,370.00,380.00
4702921684,2016-04-26 00:00:00,1.00,421.00,429.00
4702921684,2016-04-27 00:00:00,1.00,432.00,449.00
4702921684,2016-04-28 00:00:00,1.00,442.00,461.00
4702921684,2016-04-29 00:00:00,1.00,433.00,447.00
4702921684,2016-04-30 00:00:00,1.00,479.00,501.00
4702921684,2016-05-03 00:00:00,1.00,327.00,373.00
4702921684,2016-05-04 00:00:00,1.00,412.00,434.00
4702921684,2016-05-05 00:00:00,1.00,414.00,428.00
4702921684,2016-05-06 00:00:00,1.00,404.00,449.00
4702921684,2016-05-07 00:00:00,1.00,520.00,543.00
4702921684,2016-05-09 00:00:00,1.00,435.00,458.00
4702921684,2016-05-10 00:00:00,1.00,416.00,431.00
4702921684,2016-05-11 00:00:00,1.00,354.00,366.00
4702921684,2016-05-12 00:00:00,1.00,404.00,442.00
5553957443,2016-04-12 00:00:00,1.00,441.00,464.00
5553957443,2016-04-13 00:00:00,2.00,455.00,488.00
5553957443,2016-04-14 00:00:00,1.00,357.00,418.00
5553957443,2016-04-15 00:00:00,1.00,377.00,409.00
5553957443,2016-04-16 00:00:00,2.00,651.00,686.00
5553957443,2016-04-17 00:00:00,1.00,350.00,402.00
5553957443,2016-04-18 00:00:00,2.00,520.00,541.00
5553957443,2016-04-19 00:00:00,1.00,357.00,410.00
5553957443,2016-04-20 00:00:00,1.00,658.00,678.00
5553957443,2016-04-21 00:00:00,1.00,399.00,431.00
5553957443,2016-04-22 00:00:00,1.00,322.00,353.00
5553957443,2016-04-23 00:00:00,2.00,631.00,725.00
5553957443,2016-04-24 00:00:00,2.00,553.00,640.00
5553957443,2016-04-25 00:00:00,1.00,433.00,468.00
5553957443,2016-04-26 00:00:00,1.00,412.00,453.00
5553957443,2016-04-27 00:00:00,1.00,347.00,391.00
5553957443,2016-04-28 00:00:00,1.00,421.00,457.00
5553957443,2016-04-29 00:00:00,1.00,450.00,495.00
5553957443,2016-04-30 00:00:00,2.00,775.00,843.00
5553957443,2016-05-01 00:00:00,2.00,622.00,686.00
5553957443,2016-05-02 00:00:00,1.00,409.00,471.00
5553957443,2016-05-03 00:00:00,1.00,380.00,429.00
5553957443,2016-05-04 00:00:00,1.00,447.00,470.00
5553957443,2016-05-05 00:00:00,1.00,419.00,464.00
5553957443,2016-05-06 00:00:00,1.00,400.00,434.00
5553957443,2016-05-07 00:00:00,1.00,442.00,470.00
5553957443,2016-05-08 00:00:00,1.00,568.00,608.00
5553957443,2016-05-09 00:00:00,1.00,453.00,494.00
5553957443,2016-05-10 00:00:00,1.00,418.00,443.00
5553957443,2016-05-11 00:00:00,1.00,463.00,486.00
5553957443,2016-05-12 00:00:00,1.00,438.00,475.00
5577150313,2016-04-12 00:00:00,1.00,419.00,438.00
5577150313,2016-04-13 00:00:00,1.00,432.00,458.00
5577150313,2016-04-14 00:00:00,1.00,477.00,497.00
5577150313,2016-04-15 00:00:00,1.00,392.00,413.00
5577150313,2016-04-16 00:00:00,1.00,406.00,445.00
5577150313,2016-04-17 00:00:00,1.00,549.00,583.00
5577150313,2016-04-18 00:00:00,1.00,527.00,553.00
5577150313,2016-04-19 00:00:00,1.00,449.00,465.00
5577150313,2016-04-20 00:00:00,1.00,447.00,480.00
5577150313,2016-04-21 00:00:00,1.00,414.00,437.00
5577150313,2016-04-22 00:00:00,1.00,338.00,366.00
5577150313,2016-04-23 00:00:00,1.00,384.00,402.00
5577150313,2016-04-24 00:00:00,1.00,543.00,615.00
5577150313,2016-04-25 00:00:00,1.00,421.00,461.00
5577150313,2016-04-26 00:00:00,1.00,354.00,377.00
5577150313,2016-04-27 00:00:00,1.00,424.00,452.00
5577150313,2016-04-28 00:00:00,1.00,361.00,372.00
5577150313,2016-04-29 00:00:00,1.00,459.00,485.00
5577150313,2016-04-30 00:00:00,1.00,412.00,433.00
5577150313,2016-05-01 00:00:00,1.00,379.00,398.00
5577150313,2016-05-02 00:00:00,2.00,525.00,553.00
5577150313,2016-05-03 00:00:00,1.00,508.00,543.00
5577150313,2016-05-04 00:00:00,1.00,603.00,634.00
5577150313,2016-05-05 00:00:00,1.00,74.00,78.00
5577150313,2016-05-10 00:00:00,1.00,504.00,562.00
5577150313,2016-05-11 00:00:00,1.00,431.00,476.00
6117666160,2016-04-16 00:00:00,1.00,380.00,398.00
6117666160,2016-04-17 00:00:00,2.00,336.00,350.00
6117666160,2016-04-18 00:00:00,2.00,493.00,510.00
6117666160,2016-04-19 00:00:00,1.00,465.00,492.00
6117666160,2016-04-20 00:00:00,1.00,474.00,502.00
6117666160,2016-04-21 00:00:00,1.00,508.00,550.00
6117666160,2016-04-22 00:00:00,1.00,480.00,546.00
6117666160,2016-04-23 00:00:00,1.00,492.00,539.00
6117666160,2016-04-24 00:00:00,1.00,353.00,367.00
6117666160,2016-04-27 00:00:00,1.00,542.00,557.00
6117666160,2016-04-28 00:00:00,1.00,393.00,416.00
6117666160,2016-04-29 00:00:00,1.00,600.00,636.00
6117666160,2016-05-01 00:00:00,1.00,507.00,575.00
6117666160,2016-05-05 00:00:00,1.00,392.00,415.00
6117666160,2016-05-06 00:00:00,2.00,658.00,698.00
6117666160,2016-05-07 00:00:00,2.00,498.00,507.00
6117666160,2016-05-08 00:00:00,1.00,555.00,603.00
6117666160,2016-05-09 00:00:00,1.00,492.00,522.00
6775888955,2016-04-13 00:00:00,1.00,235.00,260.00
6775888955,2016-04-14 00:00:00,1.00,423.00,441.00
6775888955,2016-04-15 00:00:00,1.00,391.00,406.00
6962181067,2016-04-12 00:00:00,1.00,366.00,387.00
6962181067,2016-04-13 00:00:00,3.00,630.00,679.00
6962181067,2016-04-14 00:00:00,2.00,508.00,535.00
6962181067,2016-04-15 00:00:00,1.00,370.00,386.00
6962181067,2016-04-16 00:00:00,1.00,357.00,366.00
6962181067,2016-04-17 00:00:00,1.00,427.00,446.00
6962181067,2016-04-18 00:00:00,1.00,442.00,458.00
6962181067,2016-04-19 00:00:00,1.00,476.00,535.00
6962181067,2016-04-20 00:00:00,1.00,418.00,424.00
6962181067,2016-04-21 00:00:00,1.00,451.00,457.00
6962181067,2016-04-22 00:00:00,1.00,425.00,435.00
6962181067,2016-04-23 00:00:00,1.00,528.00,546.00
6962181067,2016-04-24 00:00:00,1.00,511.00,514.00
6962181067,2016-04-25 00:00:00,1.00,400.00,415.00
6962181067,2016-04-26 00:00:00,1.00,441.00,446.00
6962181067,2016-04-27 00:00:00,1.00,455.00,467.00
6962181067,2016-04-28 00:00:00,1.00,440.00,453.00
6962181067,2016-04-29 00:00:00,1.00,433.00,447.00
6962181067,2016-04-30 00:00:00,1.00,422.00,424.00
6962181067,2016-05-01 00:00:00,1.00,411.00,426.00
6962181067,2016-05-02 00:00:00,1.00,466.00,482.00
6962181067,2016-05-03 00:00:00,1.00,394.00,418.00
6962181067,2016-05-04 00:00:00,1.00,442.00,455.00
6962181067,2016-05-05 00:00:00,1.00,467.00,491.00
6962181067,2016-05-06 00:00:00,1.00,443.00,462.00
6962181067,2016-05-07 00:00:00,1.00,298.00,334.00
6962181067,2016-05-08 00:00:00,1.00,541.00,569.00
6962181067,2016-05-09 00:00:00,1.00,489.00,497.00
6962181067,2016-05-10 00:00:00,1.00,469.00,481.00
6962181067,2016-05-11 00:00:00,1.00,452.00,480.00
6962181067,2016-05-12 00:00:00,1.00,516.00,535.00
7007744171,2016-04-16 00:00:00,1.00,79.00,82.00
7007744171,2016-05-01 00:00:00,1.00,58.00,61.00
7086361926,2016-04-12 00:00:00,1.00,514.00,525.00
7086361926,2016-04-13 00:00:00,1.00,451.00,465.00
7086361926,2016-04-14 00:00:00,1.00,472.00,476.00
7086361926,2016-04-15 00:00:00,1.00,377.00,386.00
7086361926,2016-04-19 00:00:00,1.00,472.00,483.00
7086361926,2016-04-20 00:00:00,1.00,492.00,502.00
7086361926,2016-04-21 00:00:00,1.00,390.00,411.00
7086361926,2016-04-22 00:00:00,1.00,428.00,448.00
7086361926,2016-04-24 00:00:00,1.00,681.00,704.00
7086361926,2016-04-25 00:00:00,1.00,446.00,447.00
7086361926,2016-04-26 00:00:00,1.00,485.00,500.00
7086361926,2016-04-27 00:00:00,1.00,469.00,479.00
7086361926,2016-04-28 00:00:00,1.00,354.00,367.00
7086361926,2016-04-30 00:00:00,1.00,485.00,489.00
7086361926,2016-05-01 00:00:00,1.00,388.00,407.00
7086361926,2016-05-02 00:00:00,1.00,440.00,459.00
7086361926,2016-05-03 00:00:00,1.00,456.00,461.00
7086361926,2016-05-04 00:00:00,1.00,420.00,436.00
7086361926,2016-05-06 00:00:00,1.00,322.00,333.00
7086361926,2016-05-07 00:00:00,1.00,530.00,548.00
7086361926,2016-05-08 00:00:00,1.00,481.00,510.00
7086361926,2016-05-09 00:00:00,1.00,427.00,438.00
7086361926,2016-05-11 00:00:00,1.00,451.00,463.00
7086361926,2016-05-12 00:00:00,1.00,444.00,457.00
8053475328,2016-04-20 00:00:00,1.00,486.00,493.00
8053475328,2016-04-23 00:00:00,1.00,331.00,337.00
8053475328,2016-05-07 00:00:00,1.00,74.00,75.00
8378563200,2016-04-12 00:00:00,1.00,338.00,356.00
8378563200,2016-04-13 00:00:00,2.00,447.00,487.00
8378563200,2016-04-14 00:00:00,1.00,424.00,455.00
8378563200,2016-04-15 00:00:00,1.00,513.00,533.00
8378563200,2016-04-16 00:00:00,2.00,611.00,689.00
8378563200,2016-04-17 00:00:00,2.00,525.00,591.00
8378563200,2016-04-18 00:00:00,1.00,398.00,451.00
8378563200,2016-04-19 00:00:00,1.00,387.00,421.00
8378563200,2016-04-20 00:00:00,1.00,381.00,409.00
8378563200,2016-04-21 00:00:00,1.00,396.00,417.00
8378563200,2016-04-22 00:00:00,1.00,441.00,469.00
8378563200,2016-04-23 00:00:00,1.00,565.00,591.00
8378563200,2016-04-24 00:00:00,1.00,458.00,492.00
8378563200,2016-04-25 00:00:00,1.00,388.00,402.00
8378563200,2016-04-26 00:00:00,1.00,550.00,584.00
8378563200,2016-04-27 00:00:00,1.00,531.00,600.00
8378563200,2016-04-28 00:00:00,1.00,506.00,556.00
8378563200,2016-04-29 00:00:00,1.00,527.00,562.00
8378563200,2016-04-30 00:00:00,1.00,468.00,555.00
8378563200,2016-05-01 00:00:00,1.00,475.00,539.00
8378563200,2016-05-02 00:00:00,1.00,351.00,385.00
8378563200,2016-05-03 00:00:00,1.00,405.00,429.00
8378563200,2016-05-04 00:00:00,1.00,441.00,477.00
8378563200,2016-05-05 00:00:00,1.00,381.00,417.00
8378563200,2016-05-06 00:00:00,1.00,323.00,355.00
8378563200,2016-05-07 00:00:00,2.00,459.00,513.00
8378563200,2016-05-08 00:00:00,1.00,545.00,606.00
8378563200,2016-05-09 00:00:00,1.00,359.00,399.00
8378563200,2016-05-10 00:00:00,1.00,342.00,391.00
8378563200,2016-05-11 00:00:00,1.00,368.00,387.00
8378563200,2016-05-12 00:00:00,1.00,496.00,546.00
8792009665,2016-04-12 00:00:00,1.00,458.00,493.00
8792009665,2016-04-13 00:00:00,1.00,531.00,552.00
8792009665,2016-04-14 00:00:00,1.00,486.00,503.00
8792009665,2016-04-15 00:00:00,1.00,363.00,377.00
8792009665,2016-04-20 00:00:00,1.00,528.00,547.00
8792009665,2016-04-22 00:00:00,1.00,391.00,407.00
8792009665,2016-04-23 00:00:00,1.00,339.00,360.00
8792009665,2016-04-27 00:00:00,1.00,423.00,428.00
8792009665,2016-04-28 00:00:00,1.00,402.00,416.00
8792009665,2016-04-29 00:00:00,1.00,398.00,406.00
8792009665,2016-04-30 00:00:00,1.00,343.00,360.00
8792009665,2016-05-01 00:00:00,1.00,503.00,527.00
8792009665,2016-05-02 00:00:00,1.00,415.00,423.00
8792009665,2016-05-03 00:00:00,1.00,516.00,545.00
8792009665,2016-05-04 00:00:00,1.00,439.00,463.00